MLS#,Original List Price,Rented Price,Price Change,Percentage Change,SF,Price/SF,List Date,Rented Date,Calculated DOM,Year Built,Pool,Waterfront,Pets Allowed,GAR,Last List Price,Available Date,Last Status Change Date,System DOM,City Name,State,Zip Code,Subdivision Name,BE,BA
A11682038,"$4,000 ","$3,600 ",$400 ,10.00%,878,4.1,10/26/2024,12/30/2024,65,2018,Yes,No,No,1,"$3,850 ",10/24/2024,12/31/2024,66,Miami,FL,33132,CANVAS CONDO,2,2
A11639979,"$4,500 ","$3,700 ",$800 ,17.78%,"1,006",3.68,08/12/2024,12/27/2024,137,2008,Yes,Yes,Yes,1,"$3,850 ",08/26/2024,01/02/2025,119,Miami,FL,33131,MET 1 CONDO,2,2
A11704838,"$2,850 ","$2,750 ",$100 ,3.51%,"1,056",2.6,12/05/2024,12/27/2024,22,2005,Yes,No,Yes,0,"$2,850 ",12/07/2024,01/06/2025,13,Miami,FL,33132,The Loft Downtown Condo,2,2
A11689291,"$4,300 ","$3,900 ",$400 ,9.30%,"1,307",2.98,11/06/2024,12/26/2024,50,2007,Yes,Yes,No,1,"$4,000 ",11/18/2024,12/26/2024,50,Miami,FL,33132,1800 CLUB CONDO,2,2
A11687356,"$4,500 ","$4,300 ",$200 ,4.44%,868,4.95,11/04/2024,12/23/2024,49,2016,Yes,No,Yes,1,"$4,500 ",12/20/2024,12/24/2024,14,Miami,FL,33130,1300 S MIAMI AVENUE CONDO,2,2
A11706625,"$3,150 ","$3,000 ",$150 ,4.76%,"1,220",2.46,12/09/2024,12/23/2024,14,2007,Yes,No,No,2,"$3,150 ",12/09/2024,01/16/2025,38,Miami,FL,33145,CATALONIA CONDO,2,2
A11698007,"$3,875 ","$3,975 ",($100),-2.58%,"1,214",3.27,11/21/2024,12/23/2024,32,2008,Yes,No,Yes,1,"$3,875 ",12/20/2024,12/28/2024,19,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11675416,"$3,800 ","$3,600 ",$200 ,5.26%,"1,144",3.15,11/06/2024,12/20/2024,44,2007,Yes,Yes,No,1,"$3,800 ",11/01/2024,12/20/2024,19,Miami,FL,33132,1800 CLUB CONDO,2,2
A11676131,"$3,200 ","$3,000 ",$200 ,6.25%,"1,123",2.67,10/14/2024,12/20/2024,67,2008,No,No,No,1,"$3,000 ",10/14/2024,12/27/2024,31,Miami,FL,33129,BRICKELL ROADS ATRIUMS CO,2,2
A11680855,"$4,600 ","$4,450 ",$150 ,3.26%,868,5.13,10/22/2024,12/19/2024,58,2016,Yes,No,Yes,1,"$4,600 ",10/22/2024,12/19/2024,31,Miami,FL,33130,1300 S MIAMI AVENUE CONDO,2,2
A11691785,"$3,800 ","$3,650 ",$150 ,3.95%,"1,145",3.19,11/11/2024,12/17/2024,36,2006,Yes,Yes,No,1,"$3,800 ",11/11/2024,12/17/2024,21,Miami,FL,33131,SOLARIS AT BRICKELL BAY C,2,2
A11696299,"$3,400 ","$3,300 ",$100 ,2.94%,"1,087",3.04,11/19/2024,12/16/2024,27,2005,Yes,No,Yes,2,"$3,200 ",01/01/2025,12/16/2024,27,Miami,FL,33132,1800 BISCAYNE PLAZA CONDO,2,2
A11681694,"$4,300 ","$3,800 ",$500 ,11.63%,"1,142",3.33,10/24/2024,12/16/2024,53,2008,Yes,No,Yes,1,"$4,150 ",10/24/2024,12/16/2024,48,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A11652233,"$4,500 ","$4,000 ",$500 ,11.11%,"1,121",3.57,09/09/2024,12/16/2024,98,2010,Yes,Yes,Yes,1,"$4,000 ",10/20/2024,12/16/2024,87,Miami,FL,33130,MINT CONDO,2,2
A11678951,"$4,000 ","$3,850 ",$150 ,3.75%,"1,096",3.51,10/18/2024,12/16/2024,59,2015,Yes,No,Yes,1,"$4,000 ",12/04/2024,12/20/2024,63,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11710079,"$4,000 ","$3,750 ",$250 ,6.25%,"1,104",3.4,12/14/2024,12/16/2024,2,2008,Yes,No,Yes,1,"$4,000 ",12/14/2024,12/16/2024,,Miami,FL,33130,THE AXIS ON BRICKELL COND,2,2
A11620274,"$3,500 ","$3,000 ",$500 ,14.29%,"1,036",2.9,07/09/2024,12/16/2024,160,2007,Yes,No,Yes,0,"$3,200 ",09/01/2024,12/16/2024,141,Miami,FL,33132,THE LOFT DOWNTOWN II COND,2,2
A11668662,"$4,000 ","$3,500 ",$500 ,12.50%,"1,075",3.26,09/30/2024,12/15/2024,76,2008,Yes,No,Yes,1,"$3,800 ",10/01/2024,02/25/2025,148,Miami,FL,33130,WIND CONDO,2,2
A11684375,"$3,500 ","$2,800 ",$700 ,20.00%,"1,048",2.67,10/29/2024,12/14/2024,46,2007,Yes,No,Yes,1,"$3,000 ",10/29/2024,12/18/2024,41,Miami,FL,33132,OPERA TOWER CONDO,2,2
A11681215,"$5,200 ","$4,300 ",$900 ,17.31%,"1,168",3.68,10/24/2024,12/13/2024,50,2008,Yes,Yes,Yes,1,"$4,800 ",10/28/2024,12/13/2024,46,Miami,FL,33131,ICONBRICKELL CONDO NO 1,2,2
A11677142,"$4,500 ","$4,200 ",$300 ,6.67%,"1,123",3.74,10/16/2024,12/10/2024,55,2008,Yes,No,No,1,"$4,500 ",11/25/2024,12/10/2024,47,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A11683759,"$3,900 ","$3,900 ",$0 ,0.00%,"1,106",3.53,10/28/2024,12/10/2024,43,2008,Yes,No,Yes,2,"$3,900 ",11/15/2024,12/10/2024,7,Miami,FL,33130,THE AXIS ON BRICKELL COND,2,2
A11674306,"$3,500 ","$2,800 ",$700 ,20.00%,953,2.94,10/10/2024,12/09/2024,60,2012,Yes,Yes,Yes,1,"$3,500 ",10/10/2024,12/10/2024,61,Miami,FL,33137,23 BISCAYNE BAY CONDO,2,2
A11658485,"$3,200 ","$3,000 ",$200 ,6.25%,929,3.23,09/12/2024,12/09/2024,88,2008,No,Yes,Yes,1,"$3,100 ",10/14/2024,12/10/2024,89,Miami,FL,33132,VIZCAYNE NORTH CONDO,2,2
A11666793,"$3,100 ","$3,000 ",$100 ,3.23%,"1,040",2.88,09/26/2024,12/07/2024,72,2005,Yes,No,No,1,"$3,000 ",10/01/2024,12/09/2024,32,Miami,FL,33132,1800 BISCAYNE PLAZA CONDO,2,2
A11683274,"$3,300 ","$3,500 ",($200),-6.06%,879,3.98,10/27/2024,12/06/2024,40,2010,Yes,Yes,Yes,1,"$3,000 ",10/28/2024,12/09/2024,43,Miami,FL,33125,TERRAZAS RIVERPARK VILLAG,2,2
A11657796,"$3,700 ","$3,100 ",$600 ,16.22%,"1,041",2.98,09/12/2024,12/04/2024,83,2007,Yes,No,Yes,1,"$3,000 ",10/11/2024,12/04/2024,83,Miami,FL,33132,THE LOFT DOWNTOWN II COND,2,2
A11672490,"$4,450 ","$3,850 ",$600 ,13.48%,944,4.08,10/03/2024,12/03/2024,61,2018,Yes,No,Yes,1,"$4,250 ",10/01/2024,12/04/2024,62,Miami,FL,33137,PARAISO BAYVIEWS CONDO,2,2
A11684648,"$2,700 ","$2,600 ",$100 ,3.70%,904,2.88,10/29/2024,12/01/2024,33,2005,No,No,No,1,"$2,700 ",12/01/2024,12/02/2024,6,Miami,FL,33125,DOUGLAS PLACE CONDO,2,2
A11642493,"$4,700 ","$4,450 ",$250 ,5.32%,"1,327",3.35,08/20/2024,12/01/2024,103,2008,Yes,Yes,Yes,1,"$4,450 ",08/26/2024,12/18/2024,120,Miami,FL,33132,MARINABLUE CONDO,2,2
A11676723,"$3,800 ","$3,800 ",$0 ,0.00%,"1,255",3.03,10/15/2024,12/01/2024,47,2006,Yes,Yes,No,1,"$3,800 ",12/01/2024,12/18/2024,51,Miami,FL,33130,NEO VERTIKA CONDO,2,2
A11670456,"$4,500 ","$4,200 ",$300 ,6.67%,"1,224",3.43,10/03/2024,12/01/2024,59,2015,Yes,No,No,1,"$4,500 ",10/15/2024,12/06/2024,45,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11658450,"$4,500 ","$4,300 ",$200 ,4.44%,"1,007",4.27,09/12/2024,12/01/2024,80,2006,Yes,No,No,1,"$4,300 ",10/01/2024,12/02/2024,81,Miami,FL,33137,PLATINUM CONDO,2,2
A11675967,"$4,500 ","$4,300 ",$200 ,4.44%,"1,101",3.91,10/14/2024,12/01/2024,48,2008,Yes,No,Yes,1,"$4,500 ",11/01/2024,12/03/2024,19,Miami,FL,33131,THE PLAZA 851 BRICKELL,2,2
F10464646,"$2,400 ","$2,900 ",($500),-20.83%,963,3.01,10/02/2024,12/01/2024,60,2005,Yes,No,Yes,1,"$2,900 ",12/01/2024,01/06/2025,26,Miami,FL,33137,The Yorker Condo,2,2
A11684979,"$4,500 ","$4,300 ",$200 ,4.44%,"1,357",3.17,10/30/2024,11/29/2024,30,2007,Yes,Yes,Yes,1,"$4,500 ",11/12/2024,11/29/2024,9,Miami,FL,33132,50 BISCAYNE CONDO,2,2
A11661754,"$3,200 ","$3,000 ",$200 ,6.25%,"1,053",2.85,09/18/2024,11/27/2024,70,2008,No,No,No,1,"$3,000 ",09/20/2024,11/27/2024,62,Miami,FL,33129,BRICKELL ROADS ATRIUMS CO,2,2
A11606145,"$5,400 ","$4,500 ",$900 ,16.67%,"1,168",3.85,06/12/2024,11/27/2024,168,2008,Yes,Yes,Yes,1,"$5,100 ",08/03/2024,12/01/2024,172,Miami,FL,33131,ICONBRICKELL CONDO NO 1,2,2
A11640280,"$3,700 ","$3,300 ",$400 ,10.81%,920,3.59,08/12/2024,11/26/2024,106,2008,Yes,No,No,1,"$3,500 ",08/12/2024,11/27/2024,101,Miami,FL,33130,WIND CONDO,2,2
A11683985,"$4,000 ","$3,800 ",$200 ,5.00%,"1,009",3.77,10/28/2024,11/25/2024,28,2018,Yes,No,Yes,2,"$4,000 ",11/01/2024,11/25/2024,10,Miami,FL,33132,CANVAS CONDO,2,2
A11689093,"$3,700 ","$3,600 ",$100 ,2.70%,"1,135",3.17,11/06/2024,11/22/2024,16,2014,Yes,No,Yes,1,"$3,700 ",11/06/2024,11/25/2024,14,Miami,FL,33131,MyBrickell,2,2
A11657121,"$4,500 ","$4,300 ",$200 ,4.44%,"1,141",3.77,09/12/2024,11/20/2024,69,2018,Yes,No,Yes,1,"$4,500 ",11/21/2024,11/22/2024,71,Miami,FL,33137,PARAISO BAYVIEWS CONDO,2,2
A11654782,"$4,000 ","$3,650 ",$350 ,8.75%,"1,088",3.35,09/06/2024,11/15/2024,70,2008,Yes,No,No,1,"$3,850 ",09/06/2024,11/22/2024,41,Miami,FL,33131,1060 BRICKELL CONDO,2,2
A11647098,"$3,300 ","$3,150 ",$150 ,4.55%,"1,267",2.49,08/24/2024,11/15/2024,83,2007,Yes,Yes,No,1,"$3,300 ",08/24/2024,11/18/2024,52,Miami,FL,33131,BRICKELL ON THE RIVER,2,2
A11649926,"$4,200 ","$3,800 ",$400 ,9.52%,"1,289",2.95,08/29/2024,11/15/2024,78,2006,Yes,Yes,No,0,"$3,800 ",10/01/2024,11/20/2024,56,Miami,FL,33131,BRICKELL ON THE RIVER S T,2,2
A11669143,"$3,800 ","$3,800 ",$0 ,0.00%,878,4.33,10/01/2024,11/15/2024,45,2018,Yes,No,Yes,2,"$3,800 ",12/02/2024,11/22/2024,52,Miami,FL,33132,CANVAS CONDO,2,2
A11653722,"$2,750 ","$2,700 ",$50 ,1.82%,"1,027",2.63,09/09/2024,11/15/2024,67,2005,Yes,No,No,2,"$2,750 ",10/01/2024,12/17/2024,99,Miami,FL,33125,DOUGLAS PLACE CONDO,2,2
A11634328,"$3,500 ","$3,300 ",$200 ,5.71%,"1,068",3.09,08/02/2024,11/15/2024,105,2008,Yes,No,Yes,1,"$3,300 ",09/06/2024,11/15/2024,94,Miami,FL,33137,GALLERY ART CONDO,2,2
A11664158,"$4,500 ","$4,500 ",$0 ,0.00%,"1,165",3.86,09/23/2024,11/15/2024,53,2015,Yes,No,Yes,1,"$4,500 ",10/21/2024,11/20/2024,40,Miami,FL,33130,Millecento,2,2
A11663342,"$3,700 ","$3,600 ",$100 ,2.70%,"1,121",3.21,09/20/2024,11/15/2024,56,2010,Yes,Yes,No,1,"$3,700 ",11/01/2024,12/23/2024,55,Miami,FL,33130,Mint Condominium,2,2
A11660884,"$4,300 ","$4,150 ",$150 ,3.49%,"1,369",3.03,09/18/2024,11/15/2024,58,2015,Yes,No,Yes,1,"$4,300 ",09/23/2024,11/15/2024,40,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11642830,"$4,450 ","$4,150 ",$300 ,6.74%,"1,228",3.38,08/16/2024,11/15/2024,91,2015,No,No,No,1,"$4,150 ",08/16/2024,11/16/2024,92,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11676491,"$3,500 ","$3,200 ",$300 ,8.57%,940,3.4,10/15/2024,11/15/2024,31,2008,Yes,No,No,1,"$3,200 ",10/15/2024,11/18/2024,20,Miami,FL,33132,VIZCAYNE SOUTH CONDO,2,2
A11651362,"$3,850 ","$3,500 ",$350 ,9.09%,"1,050",3.33,08/31/2024,11/15/2024,76,2008,Yes,No,No,1,"$3,550 ",09/30/2024,11/15/2024,73,Miami,FL,33130,WIND CONDO,2,2
A11666688,"$3,800 ","$3,300 ",$500 ,13.16%,796,4.15,09/26/2024,11/14/2024,49,2016,Yes,No,No,1,"$3,500 ",09/26/2024,11/15/2024,26,Miami,FL,33129,LE PARC AT BRICKELL CONDO,2,2
A11670426,"$4,500 ","$4,100 ",$400 ,8.89%,"1,110",3.69,10/04/2024,11/14/2024,41,2006,Yes,No,No,2,"$4,500 ",10/31/2024,11/14/2024,26,Miami,FL,33131,THE EMERALD AT BRICKELL C,2,2
A11628553,"$4,200 ","$3,800 ",$400 ,9.52%,"1,267",3,07/23/2024,11/13/2024,113,2008,Yes,Yes,No,1,"$4,000 ",08/01/2024,11/13/2024,104,Miami,FL,33131,BRICKELL ON THE RIVER S T,2,2
A11628904,"$4,300 ","$4,200 ",$100 ,2.33%,"1,142",3.68,07/23/2024,11/11/2024,111,2007,Yes,Yes,No,1,"$4,300 ",09/01/2024,11/27/2024,127,Miami,FL,33132,1800 CLUB CONDO,2,2
A11660475,"$4,100 ","$3,900 ",$200 ,4.88%,"1,169",3.34,09/17/2024,11/11/2024,55,2005,Yes,Yes,Yes,1,"$4,100 ",09/16/2024,11/13/2024,38,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A11661264,"$3,950 ","$3,750 ",$200 ,5.06%,"1,145",3.28,09/18/2024,11/11/2024,54,2005,Yes,Yes,Yes,1,"$3,800 ",11/09/2024,12/26/2024,36,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A11669706,"$2,750 ","$2,750 ",$0 ,0.00%,929,2.96,10/03/2024,11/11/2024,39,2007,No,No,Yes,1,"$2,750 ",11/01/2024,12/04/2024,10,Miami,FL,33130,PARKVIEW AT BRICKELL COND,2,2
A11672721,"$4,200 ","$4,200 ",$0 ,0.00%,910,4.62,10/07/2024,11/10/2024,34,2015,Yes,No,Yes,1,"$4,200 ",10/07/2024,11/19/2024,28,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11652310,"$4,550 ","$4,450 ",$100 ,2.20%,"1,165",3.82,09/04/2024,11/08/2024,65,2015,Yes,No,No,1,"$4,550 ",09/30/2024,11/08/2024,56,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11658504,"$4,700 ","$4,500 ",$200 ,4.26%,868,5.18,09/23/2024,11/08/2024,46,2016,Yes,No,Yes,1,"$4,500 ",10/01/2024,11/08/2024,37,Miami,FL,33130,1300 S MIAMI AVENUE CONDO,2,2
A11609501,"$3,850 ","$3,500 ",$350 ,9.09%,880,3.98,06/19/2024,11/08/2024,142,2018,Yes,No,Yes,2,"$3,550 ",07/15/2024,11/08/2024,114,Miami,FL,33132,CANVAS CONDO,2,2
A11674943,"$4,350 ","$4,300 ",$50 ,1.15%,"1,110",3.87,10/11/2024,11/07/2024,27,2010,Yes,Yes,No,1,"$4,350 ",11/01/2024,11/08/2024,14,Miami,FL,33130,MINT CONDO,2,2
A11665058,"$4,250 ","$4,000 ",$250 ,5.88%,"1,111",3.6,09/24/2024,11/06/2024,43,2008,Yes,No,Yes,1,"$4,000 ",09/24/2024,11/08/2024,37,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A11632325,"$3,395 ","$3,100 ",$295 ,8.69%,"1,013",3.06,07/30/2024,11/05/2024,98,2008,Yes,No,No,1,"$3,100 ",08/06/2024,11/06/2024,81,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11632135,"$4,500 ","$4,250 ",$250 ,5.56%,"1,165",3.65,07/22/2024,11/01/2024,102,2015,Yes,No,No,1,"$4,250 ",09/30/2024,11/28/2024,91,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11672868,"$4,200 ","$4,125 ",$75 ,1.79%,"1,142",3.61,10/07/2024,11/01/2024,25,2007,Yes,Yes,No,1,"$4,200 ",10/07/2024,11/05/2024,23,Miami,FL,33132,1800 CLUB CONDO,2,2
A11671976,"$3,900 ","$3,900 ",$0 ,0.00%,"1,110",3.51,10/05/2024,11/01/2024,27,2019,Yes,No,Yes,0,"$3,900 ",10/07/2024,11/01/2024,12,Miami,FL,33132,CANVAS CONDOMINIUM,2,2
A11582147,"$3,700 ","$3,400 ",$300 ,8.11%,"1,242",2.74,05/06/2024,11/01/2024,179,2007,Yes,No,No,2,"$3,500 ",07/01/2024,11/04/2024,151,Miami,FL,33145,GABLES MARQUIS CONDO,2,2
A11661026,"$4,500 ","$4,500 ",$0 ,0.00%,"1,198",3.76,09/17/2024,11/01/2024,45,2008,Yes,No,No,2,"$4,500 ",11/01/2024,11/18/2024,27,Miami,FL,33132,MARINABLUE CONDO,2,2
A11626054,"$3,800 ","$3,650 ",$150 ,3.95%,"1,178",3.1,07/19/2024,11/01/2024,105,2005,Yes,Yes,No,1,"$3,800 ",10/01/2024,11/08/2024,97,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A11666237,"$4,600 ","$3,850 ",$750 ,16.30%,"1,105",3.48,09/25/2024,11/01/2024,37,2005,Yes,Yes,No,1,"$4,000 ",09/26/2024,11/08/2024,44,Miami,FL,33131,THE CLUB AT BRICKELL BAY,2,2
A11658172,"$3,200 ","$2,950 ",$250 ,7.81%,"1,036",2.85,09/16/2024,11/01/2024,46,2007,Yes,No,Yes,0,"$2,950 ",10/31/2024,12/04/2024,44,Miami,FL,33132,THE LOFT DOWNTOWN II COND,2,2
A11662300,"$4,200 ","$4,200 ",$0 ,0.00%,986,4.26,09/19/2024,11/01/2024,43,2008,No,Yes,Yes,1,"$4,200 ",10/28/2024,12/08/2024,80,Miami,FL,33131,THE PLAZA 851 BRICKELL CO,2,2
A11644563,"$4,200 ","$4,100 ",$100 ,2.38%,"1,055",3.89,08/20/2024,10/30/2024,71,2018,Yes,No,No,1,"$4,200 ",08/20/2024,11/01/2024,58,Miami,FL,33132,CANVAS CONDO,2,2
A11626752,"$4,000 ","$3,550 ",$450 ,11.25%,"1,005",3.53,07/19/2024,10/30/2024,103,2008,Yes,Yes,No,1,"$4,000 ",09/23/2024,10/31/2024,91,Miami,FL,33131,Met 1 Condo,2,2
A11630180,"$3,300 ","$3,000 ",$300 ,9.09%,986,3.04,07/25/2024,10/30/2024,97,2006,Yes,No,No,2,"$3,000 ",08/01/2024,10/30/2024,97,Miami,FL,33129,ROADS AT 21ST CONDO,2,2
A11648187,"$3,300 ","$3,000 ",$300 ,9.09%,"1,183",2.54,08/26/2024,10/30/2024,65,2007,No,Yes,Yes,1,"$3,100 ",09/01/2024,11/06/2024,65,Miami,FL,33156,TOSCANO CONDO,2,2
A11619468,"$4,450 ","$4,000 ",$450 ,10.11%,"1,195",3.35,07/01/2024,10/28/2024,119,2015,Yes,No,Yes,0,"$4,100 ",08/01/2024,10/29/2024,98,Miami,FL,33130,1100 MILLECENTO,2,2
A11665646,"$2,800 ","$2,800 ",$0 ,0.00%,948,2.95,09/25/2024,10/28/2024,33,2010,No,No,Yes,1,"$2,800 ",09/25/2024,10/28/2024,21,Miami,FL,33125,TERRAZAS RIVERPARK VILLAG,2,2
A11632535,"$3,700 ","$3,300 ",$400 ,10.81%,"1,163",2.84,07/30/2024,10/26/2024,88,2008,Yes,Yes,Yes,1,"$3,500 ",09/01/2024,10/30/2024,66,Miami,FL,33137,GALLERY ART CONDO,2,2
A11667073,"$2,500 ","$2,500 ",$0 ,0.00%,920,2.72,09/27/2024,10/26/2024,29,2005,Yes,No,No,2,"$2,500 ",09/27/2024,10/27/2024,12,Miami,FL,33134,LEJEUNE PLAZA CONDO,2,2
A11643761,"$4,500 ","$4,100 ",$400 ,8.89%,"1,195",3.43,08/29/2024,10/25/2024,57,2015,Yes,Yes,No,1,"$4,300 ",09/05/2024,10/29/2024,50,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11652670,"$3,850 ","$3,850 ",$0 ,0.00%,"1,117",3.45,09/03/2024,10/25/2024,52,2006,No,No,Yes,1,"$3,850 ",09/03/2024,10/28/2024,30,Miami,FL,33131,BRICKELL ON THE RIVER N.,2,2
A11630200,"$4,000 ","$4,000 ",$0 ,0.00%,"1,092",3.66,07/26/2024,10/25/2024,91,2008,Yes,Yes,Yes,1,"$4,000 ",08/01/2024,10/28/2024,94,Miami,FL,33130,IVY CONDO,2,2
A11665803,"$2,600 ","$2,500 ",$100 ,3.85%,849,2.94,09/25/2024,10/25/2024,30,2007,Yes,No,No,1,"$2,600 ",10/01/2024,10/26/2024,31,Miami,FL,33128,SAN LORENZO CONDO,2,2
A11659679,"$4,600 ","$4,500 ",$100 ,2.17%,"1,165",3.86,09/15/2024,10/24/2024,39,2015,Yes,No,Yes,1,"$4,600 ",09/15/2024,10/24/2024,16,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11671349,"$3,900 ","$3,900 ",$0 ,0.00%,"1,093",3.57,10/05/2024,10/23/2024,18,2008,Yes,Yes,No,1,"$3,900 ",11/15/2024,10/23/2024,18,Miami,FL,33130,IVY CONDO,2,2
A11611035,"$4,500 ","$4,150 ",$350 ,7.78%,"1,357",3.06,06/21/2024,10/20/2024,121,2007,Yes,No,No,1,"$4,150 ",07/05/2024,10/22/2024,98,Miami,FL,33132,50 BISCAYNE CONDO,2,2
A11661391,"$4,390 ","$4,100 ",$290 ,6.61%,"1,077",3.81,09/17/2024,10/20/2024,33,2016,Yes,No,Yes,2,"$4,390 ",10/24/2024,11/25/2024,21,Miami,FL,33129,Cassa Brickell Condo,2,2
A11665450,"$2,800 ","$2,800 ",$0 ,0.00%,876,3.2,09/24/2024,10/20/2024,26,2007,No,No,Yes,1,"$2,800 ",09/24/2024,10/22/2024,10,Miami,FL,33145,CORAL POINTE CONDO,2,2
A11643595,"$4,000 ","$4,100 ",($100),-2.50%,"1,076",3.81,08/18/2024,10/19/2024,62,2008,Yes,No,Yes,1,"$4,000 ",08/19/2024,10/21/2024,19,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11644940,"$4,500 ","$4,300 ",$200 ,4.44%,"1,120",3.84,08/20/2024,10/18/2024,59,2008,Yes,No,No,1,"$4,500 ",10/15/2024,10/18/2024,55,Miami,FL,33131,THE PLAZA 901 BRICKELL,2,2
A11643708,"$3,500 ","$3,300 ",$200 ,5.71%,"1,350",2.44,08/21/2024,10/17/2024,57,2006,Yes,No,Yes,1,"$3,500 ",09/01/2024,10/17/2024,40,Miami,FL,33156,METROPOLIS II AT DADELAND,2,2
A11651638,"$4,300 ","$4,300 ",$0 ,0.00%,"1,154",3.73,09/02/2024,10/15/2024,43,2007,Yes,Yes,No,1,"$4,300 ",10/01/2024,10/15/2024,12,Miami,FL,33132,1800 Club,2,2
A11646777,"$3,800 ","$3,700 ",$100 ,2.63%,"1,334",2.77,08/23/2024,10/15/2024,53,2006,Yes,No,Yes,1,"$3,700 ",09/09/2024,10/15/2024,26,Miami,FL,33156,METROPOLIS I AT DADELAND,2,2
A11650927,"$3,600 ","$3,500 ",$100 ,2.78%,"1,467",2.39,08/30/2024,10/15/2024,46,2006,Yes,No,Yes,1,"$3,600 ",10/10/2024,10/15/2024,46,Miami,FL,33156,METROPOLIS II AT DADELAND,2,2
A11599297,"$4,000 ","$3,900 ",$100 ,2.50%,"1,145",3.41,06/02/2024,10/15/2024,135,2005,Yes,Yes,Yes,1,"$4,000 ",07/01/2024,10/21/2024,121,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A11650559,"$4,100 ","$4,100 ",$0 ,0.00%,"1,174",3.49,08/29/2024,10/15/2024,47,2008,Yes,No,Yes,1,"$4,100 ",09/30/2024,10/17/2024,15,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11629654,"$4,300 ","$4,200 ",$100 ,2.33%,"1,293",3.25,07/01/2024,10/11/2024,102,2008,Yes,Yes,No,1,"$4,300 ",07/01/2024,10/18/2024,56,Miami,FL,33132,VIZCAYNE NORTH CONDO,2,2
A11635289,"$3,800 ","$3,500 ",$300 ,7.89%,"1,144",3.06,08/04/2024,10/10/2024,67,2007,Yes,Yes,No,1,"$3,800 ",08/04/2024,10/10/2024,59,Miami,FL,33132,1800 CLUB CONDO,2,2
A11655230,"$4,300 ","$4,100 ",$200 ,4.65%,944,4.34,09/06/2024,10/08/2024,32,2018,Yes,No,No,1,"$4,300 ",09/06/2024,10/11/2024,26,Miami,FL,33137,PARAISO BAYVIEWS CONDO,2,2
A11654436,"$4,200 ","$4,000 ",$200 ,4.76%,"1,197",3.34,09/05/2024,10/07/2024,32,2008,Yes,No,Yes,1,"$4,200 ",09/05/2024,10/07/2024,18,Miami,FL,33131,500 BRICKELL EAST CONDO,2,2
A11636588,"$3,800 ","$3,700 ",$100 ,2.63%,"1,181",3.13,08/06/2024,10/07/2024,62,2008,Yes,No,No,1,"$3,750 ",09/30/2024,10/08/2024,42,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A11634678,"$3,000 ","$2,800 ",$200 ,6.67%,"1,123",2.49,08/01/2024,10/04/2024,64,2007,Yes,No,No,2,"$2,800 ",08/02/2024,10/04/2024,64,Miami,FL,33145,THE LUXOR RESIDENCES COND,2,2
A11653638,"$4,200 ","$4,100 ",$100 ,2.38%,986,4.16,09/04/2024,10/04/2024,30,2008,Yes,No,Yes,1,"$4,200 ",09/04/2024,10/14/2024,12,Miami,FL,33131,THE PLAZA 851 BRICKELL CO,2,2
F10456329,"$3,000 ","$3,000 ",$0 ,0.00%,953,3.15,08/20/2024,10/03/2024,44,2012,No,Yes,No,2,"$3,000 ",10/01/2024,10/07/2024,24,Miami,FL,33137,23 Biscayne Bay,2,2
A11644879,"$3,600 ","$3,450 ",$150 ,4.17%,"1,467",2.35,08/20/2024,10/02/2024,43,2006,Yes,No,Yes,2,"$3,600 ",08/20/2024,10/02/2024,43,Miami,FL,33156,METROPOLIS I AT DADELAND,2,2
A11644640,"$4,000 ","$4,000 ",$0 ,0.00%,"1,357",2.95,08/20/2024,10/01/2024,42,2007,Yes,Yes,Yes,1,"$4,000 ",10/01/2024,10/03/2024,9,Miami,FL,33132,50 BISCAYNE CONDO,2,2
A11606998,"$4,250 ","$4,000 ",$250 ,5.88%,"1,441",2.78,06/14/2024,10/01/2024,109,2006,Yes,No,No,1,"$4,250 ",06/14/2024,10/02/2024,110,Miami,FL,33131,BRICKELL ON THE RIVER S T,2,2
