MLS#,Original List Price,Rented Price,Price Change,Percentage Change,SF,Price/SF,List Date,Rented Date,Calculated DOM,Year Built,Pool,Waterfront,Pets Allowed,GAR,Last List Price,Available Date,Last Status Change Date,System DOM,City Name,State,Zip Code,Subdivision Name,BE,BA
A10493781,"$2,850 ","$2,700 ",$150 ,5.26%,"1,142",2.36,06/27/2018,10/15/2018,110,2008,Yes,No,Yes,1,"$2,800 ",06/30/2018,10/24/2018,96,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A10554082,"$3,000 ","$2,800 ",$200 ,6.67%,"1,148",2.44,10/08/2018,10/15/2018,7,2018,Yes,No,No,1,"$3,000 ",10/10/2018,10/18/2018,,Miami,FL,33137,PARAISO BAYVIEWS,2,2
A10460373,"$3,950 ","$3,400 ",$550 ,13.92%,"1,343",2.53,04/30/2018,10/15/2018,168,2018,Yes,No,No,2,"$3,600 ",05/15/2018,10/15/2018,162,Miami,FL,33131,SLS LUX,2,2
A10494012,"$3,500 ","$3,350 ",$150 ,4.29%,"1,218",2.75,06/29/2018,10/15/2018,108,2016,Yes,No,No,1,"$3,500 ",08/01/2018,10/17/2018,91,Miami,FL,33131,The Bond,2,2
A10498116,"$2,900 ","$2,750 ",$150 ,5.17%,986,2.79,07/05/2018,10/15/2018,102,2008,Yes,Yes,Yes,1,"$2,750 ",07/30/2018,10/15/2018,84,Miami,FL,33131,THE PLAZA 851,2,2
A10507800,"$2,595 ","$2,500 ",$95 ,3.66%,"1,267",1.97,07/20/2018,10/12/2018,84,2006,Yes,No,Yes,0,"$2,550 ",09/01/2018,10/15/2018,87,Miami,FL,33131,BRICKELL ON THE RIVER S T,2,2
A10523678,"$3,000 ","$2,900 ",$100 ,3.33%,"1,315",2.21,08/14/2018,10/12/2018,59,2008,Yes,Yes,No,1,"$3,000 ",09/05/2017,10/28/2018,17,Miami,FL,33132,MARINABLUE CONDO,2,2
A10533296,"$2,500 ","$2,500 ",$0 ,0.00%,929,2.69,09/06/2018,10/12/2018,36,2008,No,No,No,1,"$2,500 ",10/01/2018,10/12/2018,23,Miami,FL,33132,VIZCAYNE SOUTH CONDO,2,2
A10544585,"$2,700 ","$2,500 ",$200 ,7.41%,982,2.55,09/26/2018,10/09/2018,13,2018,Yes,No,No,1,"$2,700 ",03/16/2018,10/10/2018,5,Miami,FL,33137,HYDE MIDTOWN,2,2
A10474513,"$2,850 ","$2,700 ",$150 ,5.26%,"1,327",2.03,05/23/2018,10/09/2018,139,2009,Yes,Yes,No,1,"$2,750 ",06/05/2015,10/09/2018,139,Miami,FL,33130,MINT CONDOMINIUM,2,2
A10494173,"$3,100 ","$2,700 ",$400 ,12.90%,"1,197",2.26,06/28/2018,10/08/2018,102,2008,Yes,Yes,No,1,"$3,000 ",08/24/2018,10/08/2018,75,Miami,FL,33131,500 BRICKELL EAST CONDO,2,2
A10520895,"$3,600 ","$3,600 ",$0 ,0.00%,"1,200",3,08/14/2018,10/05/2018,52,2017,Yes,Yes,Yes,2,"$3,600 ",08/14/2018,10/23/2018,55,Miami,FL,33130,BRICKELL HEIGHTS EAST CON,2,2
A10527504,"$2,575 ","$2,575 ",$0 ,0.00%,"1,347",1.91,09/05/2018,10/05/2018,30,2008,Yes,Yes,Yes,1,"$2,575 ",10/01/2018,10/07/2018,6,Miami,FL,33143,COLONNADE AT DADELAND SW,2,2
A10516078,"$2,500 ","$2,500 ",$0 ,0.00%,"1,316",1.9,08/06/2018,10/01/2018,56,2008,Yes,No,Yes,1,"$2,500 ",08/06/2018,10/08/2018,30,Miami,FL,33143,COLONNADE AT DADELAND SW,2,2
A10518184,"$3,200 ","$3,000 ",$200 ,6.25%,"1,363",2.2,08/08/2018,10/01/2018,54,2008,Yes,No,Yes,1,"$3,100 ",08/08/2018,10/08/2018,43,Miami,FL,33132,EVERGLADES ON THE BAY NOR,2,2
A10482091,"$3,400 ","$3,050 ",$350 ,10.29%,"1,255",2.43,06/06/2018,10/01/2018,117,2009,Yes,Yes,Yes,1,"$3,100 ",06/06/2018,12/06/2018,79,Miami,FL,33131,ICON BRICKELL NO TWO,2,2
A10537860,"$3,900 ","$3,800 ",$100 ,2.56%,"1,413",2.69,09/13/2018,10/01/2018,18,2018,Yes,Yes,Yes,2,"$3,900 ",04/25/2018,10/02/2018,8,Miami,FL,33130,SLS LUX,2,2
A10496627,"$2,800 ","$2,600 ",$200 ,7.14%,"1,311",1.98,07/03/2018,10/01/2018,90,2016,Yes,Yes,No,1,"$2,800 ",08/01/2018,10/01/2018,90,Miami,FL,33137,THE CRIMSON CONDO,2,2
A10509019,"$3,150 ","$3,000 ",$150 ,4.76%,"1,177",2.55,07/24/2018,10/01/2018,69,2016,Yes,Yes,Yes,1,"$3,150 ",03/05/2018,10/01/2018,21,Miami,FL,33137,THE CRIMSON CONDOMINIUM,2,2
A10514026,"$3,200 ","$3,100 ",$100 ,3.13%,"1,293",2.4,08/03/2018,10/01/2018,59,2008,Yes,No,Yes,1,"$3,200 ",08/01/2018,10/10/2018,60,Miami,FL,33132,VIZCAYNE SOUTH CONDO,2,2
A10514210,"$2,900 ","$2,800 ",$100 ,3.45%,"1,325",2.11,08/01/2018,09/30/2018,60,2015,Yes,No,No,2,"$2,900 ",08/01/2018,10/04/2018,64,Miami,FL,33154,BAY HARBOR CLUB CONDO,2,2
A10517832,"$3,400 ","$3,200 ",$200 ,5.88%,"1,296",2.47,08/08/2018,09/30/2018,53,2006,Yes,Yes,Yes,2,"$3,400 ",11/01/2018,09/30/2018,40,Miami,FL,33137,BLUE CONDO,2,2
A10495717,"$2,450 ","$2,545 ",($95),-3.88%,"1,087",2.34,07/02/2018,09/29/2018,89,2008,No,No,No,0,"$2,395 ",07/02/2018,10/09/2018,71,Miami,FL,33130,IVY CONDO,2,2
A10485800,"$3,500 ","$3,450 ",$50 ,1.43%,"1,255",2.75,06/01/2018,09/28/2018,119,2009,Yes,Yes,No,1,"$3,500 ",06/27/2018,10/04/2018,82,Miami,FL,33131,ICON BRICKELL NO TWO COND,2,2
A10530779,"$3,400 ","$3,300 ",$100 ,2.94%,"1,244",2.65,08/31/2018,09/28/2018,28,2018,Yes,Yes,Yes,1,"$3,400 ",09/14/2018,09/28/2018,13,Miami,FL,33137,PARAISO BAY,2,2
A10495210,"$3,300 ","$2,850 ",$450 ,13.64%,"1,327",2.15,06/29/2018,09/26/2018,89,2009,Yes,Yes,No,1,"$3,050 ",06/29/2018,09/26/2018,75,Miami,FL,33131,ICON BRICKELL NO TWO,2,2
A10509641,"$2,500 ","$2,500 ",$0 ,0.00%,"1,105",2.26,07/24/2018,09/26/2018,64,2005,Yes,Yes,Yes,1,"$2,500 ",10/01/2018,09/27/2018,65,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A10511541,"$3,000 ","$2,950 ",$50 ,1.67%,"1,111",2.66,07/27/2018,09/25/2018,60,2008,Yes,Yes,No,1,"$3,000 ",08/01/2018,09/25/2018,47,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A10464968,"$2,650 ","$2,500 ",$150 ,5.66%,"1,005",2.49,05/07/2018,09/25/2018,141,2008,Yes,Yes,Yes,1,"$2,650 ",07/05/2018,10/01/2018,113,Miami,FL,33131,Met 1,2,2
A10519103,"$3,000 ","$3,000 ",$0 ,0.00%,"1,156",2.6,08/14/2018,09/25/2018,42,2016,Yes,Yes,No,1,"$3,150 ",09/01/2018,09/25/2018,39,Miami,FL,33137,THE CRIMSON CONDO,2,2
A10524939,"$4,300 ","$4,200 ",$100 ,2.33%,"1,347",3.12,08/21/2018,09/24/2018,34,2009,Yes,Yes,No,1,"$4,300 ",09/21/2018,09/24/2018,23,Miami,FL,33131,ICON BRICKELL CONDO NO 3,2,2
A10499439,"$2,800 ","$2,800 ",$0 ,0.00%,"1,198",2.34,07/09/2018,09/24/2018,77,2008,Yes,Yes,Yes,1,"$2,800 ",07/09/2018,11/08/2018,66,Miami,FL,33132,MARINABLUE CONDO,2,2
A10432381,"$2,750 ","$2,500 ",$250 ,9.09%,"1,096",2.28,03/09/2018,09/24/2018,199,2015,Yes,No,No,1,"$2,600 ",05/19/2018,09/24/2018,199,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A10519707,"$3,250 ","$3,200 ",$50 ,1.54%,"1,309",2.44,08/11/2018,09/22/2018,42,2018,Yes,No,Yes,1,"$3,250 ",09/01/2018,09/22/2018,20,Miami,FL,33137,Paraiso Bay View,2,2
A10493628,"$3,400 ","$3,350 ",$50 ,1.47%,"1,148",2.92,06/28/2018,09/20/2018,84,2017,Yes,No,Yes,1,"$3,350 ",07/01/2018,11/10/2018,54,Miami,FL,33131,1010 BRICKELL CONDO,2,2
A10496113,"$3,250 ","$3,000 ",$250 ,7.69%,"1,357",2.21,07/02/2018,09/20/2018,80,2007,Yes,No,No,1,"$3,200 ",08/01/2018,09/20/2018,57,Miami,FL,33132,50 BISCAYNE CONDO,2,2
A10514154,"$1,750 ","$2,700 ",($950),-54.29%,"1,197",2.26,08/04/2018,09/20/2018,47,2008,Yes,No,No,1,"$2,750 ",08/15/2018,09/20/2018,10,Miami,FL,33131,500 BRICKELL EAST CONDO,2,2
A10518912,"$3,200 ","$2,900 ",$300 ,9.38%,997,2.91,08/10/2018,09/20/2018,41,2014,Yes,No,Yes,0,"$3,000 ",08/10/2018,09/27/2018,35,Miami,FL,33131,BRICKELLHOUSE CONDO,2,2
A10504697,"$4,000 ","$3,700 ",$300 ,7.50%,"1,290",2.87,07/16/2018,09/20/2018,66,2009,Yes,Yes,Yes,1,"$3,900 ",07/16/2018,09/24/2018,51,Miami,FL,33131,ICONBRICKELL CONDO NO 1,2,2
A10517272,"$3,200 ","$2,750 ",$450 ,14.06%,"1,369",2.01,08/07/2018,09/20/2018,44,2015,Yes,No,Yes,1,"$2,950 ",09/01/2018,10/17/2018,34,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A10506482,"$2,750 ","$2,600 ",$150 ,5.45%,"1,227",2.12,07/18/2018,09/20/2018,64,2005,Yes,Yes,Yes,0,"$2,650 ",07/18/2018,09/20/2018,52,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A10532000,"$2,600 ","$2,600 ",$0 ,0.00%,"1,117",2.33,09/04/2018,09/19/2018,15,2006,Yes,Yes,No,0,"$2,600 ",09/01/2018,09/26/2018,7,Miami,FL,33131,BRICKELL ON THE RIVER N T,2,2
A10529920,"$2,700 ","$2,700 ",$0 ,0.00%,"1,238",2.18,08/30/2018,09/19/2018,20,2018,Yes,No,Yes,1,"$2,700 ",08/30/2018,09/20/2018,14,Miami,FL,33137,PARAISO BAYVIEWS,2,2
A10507253,"$3,800 ","$3,600 ",$200 ,5.26%,"1,353",2.66,07/19/2018,09/18/2018,61,2018,Yes,No,Yes,1,"$3,700 ",08/01/2018,09/18/2018,38,Miami,FL,33130,SLSLux Residences,2,2
A10530086,"$3,300 ","$3,100 ",$200 ,6.06%,"1,028",3.02,09/07/2018,09/17/2018,10,2017,Yes,No,No,1,"$3,300 ",09/07/2018,09/21/2018,10,Miami,FL,33131,1010 BRICKELL CONDO,2,2
A10523075,"$2,850 ","$2,850 ",$0 ,0.00%,"1,143",2.49,08/20/2018,09/17/2018,28,2015,Yes,Yes,Yes,1,"$2,850 ",09/01/2018,09/18/2018,11,Miami,FL,33137,ICON BAY CONDO,2,2
A10447210,"$2,695 ","$2,500 ",$195 ,7.24%,"1,094",2.29,04/05/2018,09/17/2018,165,2007,Yes,No,Yes,1,"$2,595 ",06/01/2018,09/17/2018,165,Miami,FL,33137,Midblock Miami Condo,2,2
A10516360,"$2,900 ","$2,550 ",$350 ,12.07%,"1,222",2.09,08/02/2018,09/15/2018,44,2007,Yes,Yes,No,1,"$2,500 ",08/15/2018,09/25/2018,32,Miami,FL,33132,1800 CLUB CONDO,2,2
A10530155,"$2,500 ","$2,500 ",$0 ,0.00%,"1,178",2.12,08/31/2018,09/15/2018,15,2006,Yes,Yes,No,1,"$2,500 ",08/31/2018,09/27/2018,27,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A10474530,"$4,650 ","$3,500 ","$1,150 ",24.73%,"1,349",2.59,05/23/2018,09/15/2018,115,2018,Yes,No,No,1,"$3,600 ",05/27/2018,09/20/2018,92,Miami,FL,33131,SLS LUX,2,2
A10504189,"$2,700 ","$2,500 ",$200 ,7.41%,"1,234",2.03,07/18/2018,09/15/2018,59,2007,Yes,Yes,Yes,1,"$2,650 ",07/14/2018,09/25/2018,41,Miami,FL,33137,STAR LOFTS ON THE BAY,2,2
A10514378,"$3,100 ","$3,000 ",$100 ,3.23%,"1,154",2.6,08/02/2018,09/14/2018,43,2007,Yes,Yes,No,1,"$3,100 ",08/02/2018,09/14/2018,38,Miami,FL,33132,1800 CLUB CONDO,2,2
A10493892,"$3,950 ","$3,650 ",$300 ,7.59%,"1,340",2.72,06/27/2018,09/14/2018,79,2018,Yes,No,No,2,"$3,850 ",06/26/2018,10/09/2018,55,Miami,FL,33131,CITY OF MIAMI SOUTH BLK 5,2,2
A10523541,"$2,850 ","$2,750 ",$100 ,3.51%,"1,124",2.45,08/22/2018,09/13/2018,22,2008,Yes,No,No,2,"$2,850 ",08/20/2018,09/13/2018,16,Miami,FL,33131,500 BRICKELL EAST CONDO,2,2
A10489093,"$3,100 ","$3,100 ",$0 ,0.00%,"1,012",3.06,06/19/2018,09/12/2018,85,2008,Yes,Yes,Yes,1,"$3,100 ",08/07/2018,09/14/2018,85,Miami,FL,33131,ICONBRICKELL CONDO NO 1,2,2
A10512794,"$2,700 ","$2,700 ",$0 ,0.00%,"1,239",2.18,07/17/2018,09/12/2018,57,2007,Yes,Yes,No,1,"$2,750 ",08/10/2018,09/12/2018,41,Miami,FL,33132,QUANTUM ON THE BAY CONDO,2,2
A10482904,"$4,700 ","$3,900 ",$800 ,17.02%,"1,343",2.9,06/07/2018,09/11/2018,96,2018,Yes,No,Yes,2,"$4,200 ",06/07/2018,09/22/2018,89,Miami,FL,33130,801 SMA RESIDENCE CONDO,2,2
A10507478,"$3,350 ","$3,100 ",$250 ,7.46%,868,3.57,07/20/2018,09/10/2018,52,2016,Yes,No,Yes,1,"$3,100 ",07/20/2018,09/13/2018,48,Miami,FL,33130,1300 S MIAMI AVENUE CONDO,2,2
A10518231,"$3,195 ","$3,100 ",$95 ,2.97%,"1,357",2.28,08/09/2018,09/10/2018,32,2007,Yes,Yes,No,1,"$3,195 ",08/29/2018,09/10/2018,32,Miami,FL,33132,50 BISCAYNE CONDO,2,2
A10515889,"$2,950 ","$2,950 ",$0 ,0.00%,"1,263",2.34,08/05/2018,09/10/2018,36,2008,No,No,Yes,1,"$2,950 ",09/03/2018,09/10/2018,21,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A10456197,"$3,000 ","$2,500 ",$500 ,16.67%,"1,105",2.26,04/20/2018,09/08/2018,141,2005,Yes,Yes,No,1,"$2,750 ",04/20/2018,09/08/2018,141,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A10463256,"$2,800 ","$2,600 ",$200 ,7.14%,938,2.77,05/03/2018,09/07/2018,127,2018,Yes,No,Yes,1,"$2,650 ",05/03/2018,09/07/2018,127,Miami,FL,33137,HYDE MIDTOWN,2,2
A10494315,"$3,700 ","$3,200 ",$500 ,13.51%,"1,311",2.44,06/28/2018,09/07/2018,71,2015,Yes,Yes,Yes,1,"$3,400 ",07/02/2018,09/08/2018,64,Miami,FL,33137,ICONBAY,2,2
A10511004,"$3,500 ","$3,400 ",$100 ,2.86%,"1,244",2.73,07/27/2018,09/07/2018,42,2018,Yes,Yes,Yes,1,"$3,500 ",08/15/2018,09/08/2018,35,Miami,FL,33137,PARAISO BAY,2,2
A10517967,"$2,600 ","$2,600 ",$0 ,0.00%,964,2.7,08/08/2018,09/07/2018,30,2007,Yes,No,No,1,"$2,600 ",03/09/2018,09/17/2018,27,Miami,FL,33137,TWO MIDTOWN MIAMI CONDO,2,2
A10508844,"$3,250 ","$3,000 ",$250 ,7.69%,"1,147",2.62,07/23/2018,09/05/2018,44,2010,Yes,Yes,Yes,1,"$3,250 ",08/03/2018,09/13/2018,52,Miami,FL,33137,PARAMOUNT BAY CONDO,2,2
A10507571,"$3,800 ","$3,700 ",$100 ,2.63%,"1,208",3.06,07/20/2018,09/04/2018,46,2016,Yes,No,No,1,"$3,800 ",08/01/2018,09/06/2018,29,Miami,FL,33131,REACH CONDO,2,2
A10487885,"$2,800 ","$2,650 ",$150 ,5.36%,"1,093",2.42,06/17/2018,09/03/2018,78,2008,Yes,No,Yes,1,"$2,800 ",06/18/2018,09/25/2018,100,Miami,FL,33130,IVY CONDO,2,2
A10503953,"$3,000 ","$2,900 ",$100 ,3.33%,"1,199",2.42,07/13/2018,09/01/2018,50,2015,Yes,No,No,1,"$3,000 ",06/01/2017,09/06/2018,55,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A10515182,"$2,950 ","$2,900 ",$50 ,1.69%,"1,123",2.58,08/01/2018,09/01/2018,31,2008,Yes,No,Yes,1,"$2,800 ",08/24/2015,09/01/2018,31,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A10503218,"$3,150 ","$3,075 ",$75 ,2.38%,"1,012",3.04,07/12/2018,09/01/2018,51,2014,Yes,No,No,1,"$3,150 ",08/13/2018,09/16/2018,17,Miami,FL,33131,BRICKELLHOUSE CONDO,2,2
A10516079,"$2,795 ","$2,600 ",$195 ,6.98%,"1,347",1.93,08/06/2018,09/01/2018,26,2007,Yes,No,Yes,1,"$2,795 ",10/01/2018,10/18/2018,25,Miami,FL,33143,COLONNADE AT DADELAND SE,2,2
A10531534,"$3,000 ","$3,000 ",$0 ,0.00%,"1,210",2.48,08/01/2018,09/01/2018,31,2018,Yes,No,Yes,1,"$3,000 ",08/01/2018,09/03/2018,,Miami,FL,33137,HYDE MIDTOWN,2,2
A10519102,"$3,000 ","$3,000 ",$0 ,0.00%,"1,101",2.72,08/01/2018,09/01/2018,31,2018,Yes,No,Yes,1,"$3,000 ",08/01/2018,09/14/2018,44,Miami,FL,33137,Hyde Midtown,2,2
A10513928,"$3,000 ","$3,000 ",$0 ,0.00%,"1,101",2.72,08/01/2018,09/01/2018,31,2018,Yes,No,Yes,1,"$3,000 ",08/01/2018,09/27/2018,30,Miami,FL,33137,Hyde Midtown,2,2
A10513789,"$3,000 ","$3,000 ",$0 ,0.00%,"1,101",2.72,08/01/2018,09/01/2018,31,2018,Yes,No,Yes,1,"$3,000 ",08/01/2018,09/14/2018,44,Miami,FL,33137,Hyde Midtown,2,2
A10512974,"$2,700 ","$2,650 ",$50 ,1.85%,"1,256",2.11,07/31/2018,09/01/2018,32,2018,Yes,No,Yes,1,"$2,700 ",07/31/2018,09/08/2018,15,Miami,FL,22137,HYDE MIDTOWN,2,2
A10442989,"$3,000 ","$2,500 ",$500 ,16.67%,938,2.67,03/28/2018,09/01/2018,157,2018,Yes,No,No,1,"$2,600 ",03/28/2018,09/03/2018,122,Miami,FL,33137,Hyde Midtown,2,2
A10488694,"$3,100 ","$2,850 ",$250 ,8.06%,"1,104",2.58,06/18/2018,09/01/2018,75,2015,Yes,Yes,Yes,1,"$3,025 ",07/15/2018,09/06/2018,71,Miami,FL,33137,ICON BAY CONDO,2,2
A10460540,"$3,000 ","$2,750 ",$250 ,8.33%,"1,095",2.51,04/30/2018,09/01/2018,124,2015,Yes,Yes,Yes,1,"$2,800 ",06/27/2018,09/28/2018,150,Miami,FL,33137,ICON BAY CONDO,2,2
A10503163,"$2,700 ","$2,500 ",$200 ,7.41%,"1,169",2.14,07/12/2018,09/01/2018,51,2005,Yes,Yes,No,1,"$2,700 ",09/01/2018,09/06/2018,56,Miami,FL,33131,One Miami West Condo,2,2
A10506077,"$2,800 ","$2,750 ",$50 ,1.79%,"1,099",2.5,07/18/2018,09/01/2018,45,2008,Yes,No,Yes,1,"$2,800 ",08/01/2018,09/11/2018,15,Miami,FL,33130,THE AXIS ON BRICKELL COND,2,2
A10519183,"$2,800 ","$2,750 ",$50 ,1.79%,"1,099",2.5,08/10/2018,09/01/2018,22,2008,Yes,No,Yes,1,"$2,800 ",08/10/2018,09/11/2018,32,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A10516421,"$2,925 ","$2,900 ",$25 ,0.85%,"1,101",2.63,08/06/2018,09/01/2018,26,2008,Yes,Yes,No,1,"$2,925 ",09/01/2018,11/20/2018,31,Miami,FL,33131,THE PLAZA 851 BRICKELL CO,2,2
A10482567,"$3,200 ","$3,000 ",$200 ,6.25%,"1,293",2.32,06/07/2018,09/01/2018,86,2008,Yes,Yes,No,1,"$3,100 ",08/01/2018,09/04/2018,89,Miami,FL,33132,VIZCAYNE SOUTH CONDO,2,2
A10488019,"$2,650 ","$2,500 ",$150 ,5.66%,"1,064",2.35,06/15/2018,08/31/2018,77,2006,Yes,No,Yes,1,"$2,650 ",06/18/2018,08/31/2018,77,Miami,FL,33131,SOLARIS AT BRICKELL BAY C,2,2
A10503240,"$2,995 ","$2,900 ",$95 ,3.17%,"1,165",2.49,07/10/2018,08/30/2018,51,2015,No,No,No,1,"$2,995 ",07/10/2018,08/30/2018,10,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A10516569,"$2,600 ","$2,500 ",$100 ,3.85%,"1,096",2.28,08/07/2018,08/30/2018,23,2015,Yes,No,No,1,"$2,600 ",08/10/2018,08/31/2018,21,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A10487532,"$2,800 ","$2,650 ",$150 ,5.36%,"1,110",2.39,06/15/2018,08/27/2018,73,2010,Yes,No,No,1,"$2,800 ",08/01/2018,09/10/2018,87,Miami,FL,33130,MINT CONDO,2,2
A10500128,"$2,800 ","$2,800 ",$0 ,0.00%,"1,120",2.5,07/10/2018,08/26/2018,47,2008,Yes,No,Yes,1,"$2,690 ",05/15/2017,08/30/2018,30,Miami,FL,33131,THE PLAZA 901 BRICKELL CO,2,2
A10509508,"$3,600 ","$3,600 ",$0 ,0.00%,"1,052",3.42,07/16/2018,08/24/2018,39,2017,Yes,No,No,1,"$3,600 ",08/25/2017,08/28/2018,29,Miami,FL,33130,BRICKELL HEIGHTS,2,2
A10513606,"$3,000 ","$2,900 ",$100 ,3.33%,"1,384",2.1,08/03/2018,08/22/2018,19,2015,Yes,No,No,1,"$3,000 ",08/06/2018,08/24/2018,17,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A10433771,"$3,650 ","$3,350 ",$300 ,8.22%,"1,193",2.81,03/12/2018,08/20/2018,161,2016,Yes,No,No,1,"$3,650 ",05/01/2016,08/21/2018,153,Miami,FL,33131,Brickell City Center,2,2
A10486293,"$2,950 ","$2,800 ",$150 ,5.08%,"1,091",2.57,06/13/2018,08/20/2018,68,2008,Yes,Yes,No,1,"$2,850 ",06/13/2018,08/31/2018,39,Miami,FL,33131,Met 1,2,2
A10487821,"$2,700 ","$2,600 ",$100 ,3.70%,"1,099",2.37,06/15/2018,08/20/2018,66,2010,Yes,No,No,1,"$2,650 ",07/01/2018,08/24/2018,47,Miami,FL,33130,MINT CONDO,2,2
A10506682,"$3,450 ","$3,350 ",$100 ,2.90%,"1,251",2.68,07/20/2018,08/17/2018,28,2018,Yes,No,No,1,"$3,450 ",07/21/2018,08/17/2018,28,Miami,FL,33137,HYDE MIDTOWN,2,2
A10494975,"$2,850 ","$2,600 ",$250 ,8.77%,"1,107",2.35,06/29/2018,08/17/2018,49,2015,Yes,No,Yes,1,"$2,850 ",07/15/2018,08/20/2018,28,Miami,FL,33137,ICON BAY CONDO,2,2
A10476988,"$2,950 ","$2,600 ",$350 ,11.86%,"1,142",2.28,05/29/2018,08/15/2018,78,2008,Yes,Yes,Yes,1,"$2,950 ",07/01/2018,08/17/2018,48,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A10491066,"$4,200 ","$4,000 ",$200 ,4.76%,"1,269",3.15,06/25/2018,08/15/2018,51,2008,Yes,Yes,No,1,"$4,200 ",06/22/2018,08/27/2018,30,Miami,FL,33131,ICONBRICKELL CONDO NO 1,2,2
A10486283,"$2,590 ","$2,600 ",($10),-0.39%,996,2.61,07/09/2018,08/15/2018,37,2015,No,No,No,1,"$2,590 ",07/20/2018,08/16/2018,14,Miami,FL,33130,MILLECENTO RESISENCES,2,2
A10399481,"$3,000 ","$2,850 ",$150 ,5.00%,"1,099",2.59,01/10/2018,08/15/2018,217,2010,Yes,Yes,No,0,"$2,900 ",02/09/2018,08/20/2018,222,Miami,FL,33130,MINT CONDO,2,2
A10481482,"$2,680 ","$2,600 ",$80 ,2.99%,"1,058",2.46,06/05/2018,08/15/2018,71,2008,Yes,No,No,1,"$2,680 ",06/15/2018,08/30/2018,59,Miami,FL,33132,VIZCAYNE SOUTH CONDO,2,2
A10496262,"$3,300 ","$2,750 ",$550 ,16.67%,"1,144",2.4,07/02/2018,08/14/2018,43,2008,No,Yes,No,1,"$3,000 ",07/02/2018,08/14/2018,43,Miami,FL,33131,ICON BRICKELL CONDO 1,2,2
A10500176,"$3,000 ","$2,800 ",$200 ,6.67%,"1,014",2.76,07/10/2018,08/12/2018,33,2017,Yes,Yes,Yes,1,"$3,000 ",06/16/2017,08/18/2018,16,Miami,FL,33137,Biscayne Beach,2,2
A10468617,"$4,500 ","$3,700 ",$800 ,17.78%,"1,343",2.76,05/12/2018,08/11/2018,91,2018,Yes,No,Yes,2,"$3,900 ",05/12/2018,08/11/2018,75,Miami,FL,33130,801 SMA RESIDENCE CONDO,2,2
A10476098,"$3,100 ","$2,950 ",$150 ,4.84%,"1,315",2.24,05/25/2018,08/10/2018,77,2008,Yes,No,No,1,"$3,100 ",06/01/2018,08/21/2018,65,Miami,FL,33132,MARINA BLUE CONDO,2,2
A10462405,"$2,975 ","$2,800 ",$175 ,5.88%,"1,262",2.22,05/02/2018,08/07/2018,97,2008,No,No,Yes,1,"$2,800 ",08/01/2018,08/08/2018,77,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
H10492070,"$2,600 ","$2,600 ",$0 ,0.00%,"1,129",2.3,06/25/2018,08/07/2018,43,2008,Yes,Yes,Yes,1,"$2,600 ",07/01/2018,08/08/2018,32,Miami,FL,33130,Ivy Condo,2,2
A10437437,"$2,800 ","$2,650 ",$150 ,5.36%,"1,031",2.57,03/19/2018,08/03/2018,137,2008,Yes,Yes,Yes,1,"$2,750 ",04/26/2018,08/06/2018,132,Miami,FL,33132,900 BISCAYNE BAY CONDO,2,2
A10461716,"$2,900 ","$2,700 ",$200 ,6.90%,"1,164",2.32,05/01/2018,08/02/2018,93,2015,Yes,Yes,Yes,1,"$2,875 ",02/09/2016,08/21/2018,62,Miami,FL,33137,Icon Bay,2,2
A10501294,"$2,800 ","$2,650 ",$150 ,5.36%,"1,145",2.31,07/10/2018,08/02/2018,23,2006,Yes,No,Yes,1,"$2,800 ",07/10/2018,01/25/2019,199,Miami,FL,33131,SOLARIS AT BRICKELL BAY C,2,2
A10492736,"$3,100 ","$2,950 ",$150 ,4.84%,"1,167",2.53,06/26/2018,08/01/2018,36,2015,Yes,No,Yes,1,"$3,100 ",07/01/2018,09/27/2018,16,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A10458713,"$3,000 ","$2,850 ",$150 ,5.00%,"1,167",2.44,04/17/2018,08/01/2018,106,2015,Yes,No,Yes,1,"$2,900 ",07/02/2018,08/22/2018,70,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A10447977,"$3,000 ","$2,850 ",$150 ,5.00%,"1,256",2.27,04/06/2018,08/01/2018,117,2007,Yes,No,Yes,1,"$2,900 ",04/06/2018,08/01/2018,99,Miami,FL,33132,50 BISCAYNE CONDO,2,2
